index,timestamp,participant,target_type,target_id,target_name,render_index,description,presentation_number,target_presentations,description_review_status,description_flag_type,description_review_note
14,2026-08-31 20:11:40,Sandeep,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,Smaller red gear,1,1,ok,,
15,2026-08-31 20:11:47,Sandeep,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,Larger red gear,1,1,ok,,
16,2026-08-31 20:11:58,Sandeep,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,Smaller green gear,1,1,ok,,
17,2026-08-31 20:12:06,Sandeep,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,Larger green gear,1,1,ok,,
18,2026-08-31 20:12:14,Sandeep,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,Large blue gear,1,1,ok,,
19,2026-08-31 20:12:38,Sandeep,individual_part,Bearing.stl,BEARING,19,Black bearing,1,1,ok,,
20,2026-08-31 20:14:36,Sandeep,individual_part,Row1_Screws.stl,SCREW_ROW1,20,Silver screw for row 1,1,1,ok,,
21,2026-08-31 20:14:52,Sandeep,individual_part,Row2_Screws.stl,SCREW_ROW2,21,Black screw for row 2,1,1,ok,,
22,2026-08-31 20:15:09,Sandeep,individual_part,Row3_Screws.stl,SCREW_ROW3,22,Black screw for row 3,1,1,ok,,
23,2026-08-31 20:15:27,Sandeep,individual_part,Row4_Screws.stl,SCREW_ROW4,23,Silver screw for row 4,1,1,ok,,
24,2026-08-31 20:15:43,Sandeep,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,White crank,1,1,ok,,
25,2026-08-31 20:15:56,Sandeep,individual_part,BaseBoard.stl,BASE_BOARD,25,Baseboard,1,1,ok,,
26,2026-08-31 20:16:22,Sandeep,individual_part,WoodenPin.stl,PIN,26,Wooden peg,1,1,ok,,
27,2026-09-01 12:47:05,Mahya,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,left circle shaft holder,1,1,ok,,
28,2026-09-01 12:47:18,Mahya,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,right circle shaft holder,1,1,ok,,
29,2026-09-01 12:47:39,Mahya,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,left triangle shaft holder,1,1,ok,,
30,2026-09-01 12:47:49,Mahya,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,right triangle shaft holder,1,1,ok,,
31,2026-09-01 12:48:06,Mahya,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,left hexagon shaft holder,1,1,ok,,
32,2026-09-01 12:48:13,Mahya,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,right hexagon shaft holder,1,1,ok,,
33,2026-09-01 12:48:25,Mahya,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,left square shaft holder,1,1,ok,,
34,2026-09-01 12:48:31,Mahya,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,right square shaft holder,1,1,ok,,
35,2026-09-01 12:49:01,Mahya,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,row one shaft,1,1,ok,,
36,2026-09-01 12:49:12,Mahya,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,row two shaft,1,1,ok,,
37,2026-09-01 12:49:18,Mahya,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,row three shaft,1,1,ok,,
38,2026-09-01 12:49:24,Mahya,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,row four shaft,1,1,ok,,
39,2026-09-01 12:49:40,Mahya,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,gear row one,1,1,ok,,
40,2026-09-01 12:49:55,Mahya,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,small gear row 2,1,1,ok,,
41,2026-09-01 12:50:01,Mahya,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,large gear row 2,1,1,ok,,
42,2026-09-01 12:50:08,Mahya,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,small gear row 3,1,1,ok,,
43,2026-09-01 12:50:30,Mahya,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,large gear row 3,1,1,ok,,
44,2026-09-01 12:50:39,Mahya,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,gear row 4,1,1,ok,,
45,2026-09-01 12:50:52,Mahya,individual_part,Bearing.stl,BEARING,19,bearing,1,1,ok,,
46,2026-09-01 12:51:37,Mahya,individual_part,Row1_Screws.stl,SCREW_ROW1,20,silver screw row one,1,1,ok,,
47,2026-09-01 12:51:52,Mahya,individual_part,Row2_Screws.stl,SCREW_ROW2,21,black screw row two,1,1,ok,,
48,2026-09-01 12:52:08,Mahya,individual_part,Row3_Screws.stl,SCREW_ROW3,22,black screw row three,1,1,ok,,
49,2026-09-01 12:52:17,Mahya,individual_part,Row4_Screws.stl,SCREW_ROW4,23,silver screw row four,1,1,ok,,
50,2026-09-01 12:52:31,Mahya,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,crank handle,1,1,ok,,
51,2026-09-01 12:52:39,Mahya,individual_part,BaseBoard.stl,BASE_BOARD,25,base plate,1,1,ok,,
52,2026-09-01 12:52:55,Mahya,individual_part,WoodenPin.stl,PIN,26,wooden pin,1,1,ok,,
53,2026-09-02 10:13:40,Parisa,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,Left gear stand in row 1,1,1,ok,,
54,2026-09-02 10:13:59,Parisa,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,Right gear stand in row 1,1,1,ok,,
55,2026-09-02 10:17:40,Parisa,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,red gear stand at the left,1,1,ok,,
56,2026-09-02 10:18:18,Parisa,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,right red bracket aat second row,1,1,ok,,
57,2026-09-02 10:19:00,Parisa,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,row 3 gear stand next to the left gear,1,1,ok,,
58,2026-09-02 10:19:49,Parisa,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,right gear stand at third row,1,1,ok,,
59,2026-09-02 10:21:35,Parisa,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,gear stand at bottom left corner,1,1,ok,,
60,2026-09-02 10:22:18,Parisa,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,fourth row right side blue bracket,1,1,ok,,
61,2026-09-02 10:22:36,Parisa,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,shaft of the row 1,1,1,ok,,
62,2026-09-02 10:22:56,Parisa,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,second row shaft,1,1,ok,,
63,2026-09-02 10:23:03,Parisa,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,green shaft,1,1,ok,,
64,2026-09-02 10:23:12,Parisa,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,blue shaft,1,1,ok,,
65,2026-09-02 10:23:37,Parisa,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,white gear,1,1,ok,,
66,2026-09-02 10:23:58,Parisa,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,left red gear,1,1,ok,,
67,2026-09-02 10:24:17,Parisa,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,right red gear,1,1,ok,,
68,2026-09-02 10:24:33,Parisa,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,small gear in row 3,1,1,ok,,
69,2026-09-02 10:24:49,Parisa,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,big gear in row 3,1,1,ok,,
70,2026-09-02 10:25:10,Parisa,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,row 4 gear,1,1,ok,,
71,2026-09-02 10:26:11,Parisa,individual_part,Bearing.stl,BEARING,19,left side stand bearing in row 3,1,1,ok,,
72,2026-09-02 10:27:10,Parisa,individual_part,Row1_Screws.stl,SCREW_ROW1,20,first row screw for the left stand,1,1,ok,,
73,2026-09-02 10:27:41,Parisa,individual_part,Row2_Screws.stl,SCREW_ROW2,21,left stand screw in row 2,1,1,ok,,
74,2026-09-02 10:29:23,Parisa,individual_part,Row3_Screws.stl,SCREW_ROW3,22,right stand metal screw in the green row,1,1,ok,,
75,2026-09-02 10:30:10,Parisa,individual_part,Row4_Screws.stl,SCREW_ROW4,23,screw of the bottom right stand,1,1,ok,,
76,2026-09-02 10:30:31,Parisa,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,crank handle,1,1,ok,,
77,2026-09-02 10:30:43,Parisa,individual_part,BaseBoard.stl,BASE_BOARD,25,base board,1,1,ok,,
78,2026-09-02 10:31:02,Parisa,individual_part,WoodenPin.stl,PIN,26,wood pin,1,1,ok,,
79,2026-09-02 18:17:24,Pantea,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,white stand on left side,1,1,ok,,
80,2026-09-02 18:17:38,Pantea,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,white stand on right side,1,1,ok,,
81,2026-09-02 18:17:55,Pantea,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,red stand on left side,1,1,ok,,
82,2026-09-02 18:18:07,Pantea,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,red stand on right side,1,1,ok,,
83,2026-09-02 18:18:24,Pantea,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,green stand on left  side,1,1,ok,,
84,2026-09-02 18:18:41,Pantea,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,green stand on right side,1,1,ok,,
85,2026-09-02 18:18:49,Pantea,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,blue stand on left side,1,1,ok,,
86,2026-09-02 18:18:57,Pantea,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,blue stand on right side,1,1,ok,,
87,2026-09-02 18:19:05,Pantea,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,white rod,1,1,ok,,
88,2026-09-02 18:19:13,Pantea,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,red rod,1,1,ok,,
89,2026-09-02 18:19:17,Pantea,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,green rod,1,1,ok,,
90,2026-09-02 18:19:23,Pantea,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,blue rod,1,1,ok,,
91,2026-09-02 18:19:30,Pantea,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,white gear,1,1,ok,,
92,2026-09-02 18:19:42,Pantea,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,smaller red gear,1,1,ok,,
93,2026-09-02 18:19:57,Pantea,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,larger red grear,1,1,ok,,
94,2026-09-02 18:20:07,Pantea,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,smaller green gear,1,1,ok,,
95,2026-09-02 18:20:15,Pantea,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,larger green gear,1,1,ok,,
96,2026-09-02 18:20:22,Pantea,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,blue gear,1,1,ok,,
97,2026-09-02 18:20:49,Pantea,individual_part,Bearing.stl,BEARING,19,white ring,1,1,wrong,material_color,"Bearing is rendered black, but the description says white."
98,2026-09-02 18:21:09,Pantea,individual_part,Row1_Screws.stl,SCREW_ROW1,20,white screw,1,1,questionable,material_color,Row 1 screw is rendered silver; white may be a perceptual synonym under bright lighting.
99,2026-09-02 18:21:34,Pantea,individual_part,Row2_Screws.stl,SCREW_ROW2,21,smalle black screw,1,1,ok,,
100,2026-09-02 18:21:50,Pantea,individual_part,Row3_Screws.stl,SCREW_ROW3,22,bigger black screw,1,1,ok,,
101,2026-09-02 18:22:04,Pantea,individual_part,Row4_Screws.stl,SCREW_ROW4,23,smaller white screw,1,1,questionable,material_color,Row 4 screw is rendered silver; white may be a perceptual synonym under bright lighting.
102,2026-09-02 18:22:17,Pantea,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,white handle on right side,1,1,ok,,
103,2026-09-02 18:22:23,Pantea,individual_part,BaseBoard.stl,BASE_BOARD,25,board,1,1,ok,,
104,2026-09-02 18:22:59,Pantea,individual_part,WoodenPin.stl,PIN,26,red peg on right side on green row,1,1,questionable,material_color,"Pin is rendered brown, but the description says red; reddish-brown may explain the response."
105,2026-09-02 20:45:55,Austin,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,Left white gear stand,1,1,ok,,
106,2026-09-02 20:46:07,Austin,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,Right white gear stand,1,1,ok,,
107,2026-09-02 20:46:40,Austin,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,Red left gear stand,1,1,ok,,
108,2026-09-02 20:46:47,Austin,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,Red right gear stand,1,1,ok,,
109,2026-09-02 20:46:59,Austin,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,Green left gear stand,1,1,ok,,
110,2026-09-02 20:47:06,Austin,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,Green right gear stand,1,1,ok,,
111,2026-09-02 20:47:13,Austin,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,Blue left gear stand,1,1,ok,,
112,2026-09-02 20:47:21,Austin,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,Blue right gear stand,1,1,ok,,
113,2026-09-02 20:47:31,Austin,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,White shaft,1,1,ok,,
114,2026-09-02 20:47:35,Austin,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,Red shaft,1,1,ok,,
115,2026-09-02 20:47:39,Austin,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,Green shaft,1,1,ok,,
116,2026-09-02 20:47:43,Austin,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,Blue shaft,1,1,ok,,
117,2026-09-02 20:47:50,Austin,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,White gear,1,1,ok,,
118,2026-09-02 20:48:00,Austin,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,Red small gear,1,1,ok,,
119,2026-09-02 20:48:03,Austin,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,Red large gear,1,1,ok,,
120,2026-09-02 20:48:08,Austin,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,Green small gear,1,1,ok,,
121,2026-09-02 20:48:17,Austin,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,Green large gear,1,1,ok,,
122,2026-09-02 20:48:20,Austin,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,Blue gear,1,1,ok,,
123,2026-09-02 20:48:39,Austin,individual_part,Bearing.stl,BEARING,19,Bearing,1,1,ok,,
124,2026-09-02 20:48:59,Austin,individual_part,Row1_Screws.stl,SCREW_ROW1,20,White hex bolt,1,1,questionable,material_color,Row 1 screw is rendered silver; white may be a perceptual synonym under bright lighting.
125,2026-09-02 20:49:17,Austin,individual_part,Row2_Screws.stl,SCREW_ROW2,21,Red hex bolt,1,1,questionable,material_color,"Row 2 screw is rendered black, but the description says red. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
126,2026-09-02 20:49:45,Austin,individual_part,Row3_Screws.stl,SCREW_ROW3,22,Green star bolt,1,1,questionable,material_color,"Row 3 screw is rendered black, but the description says green. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
127,2026-09-02 20:51:42,Austin,individual_part,Row4_Screws.stl,SCREW_ROW4,23,Blue philips bolt,1,1,questionable,material_color,"Row 4 screw is rendered silver, but the description says blue. The color may instead refer to the associated colored assembly row, so this is not treated as definitely wrong."
128,2026-09-02 20:51:55,Austin,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,White crank handle,1,1,ok,,
129,2026-09-02 20:52:01,Austin,individual_part,BaseBoard.stl,BASE_BOARD,25,Base plate,1,1,ok,,
130,2026-09-02 20:52:12,Austin,individual_part,WoodenPin.stl,PIN,26,Wooden pin,1,1,ok,,
131,2026-09-03 18:09:49,JungHoon,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,A left white gear stand,1,1,ok,,
132,2026-09-03 18:10:16,JungHoon,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,white right gear stand,1,1,ok,,
133,2026-09-03 18:10:29,JungHoon,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,red right gear stand,1,1,wrong,side,"Target is STAND_ROW2_LEFT, but the description says right."
134,2026-09-03 18:10:48,JungHoon,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,Right red gear stand,1,1,ok,,
135,2026-09-03 18:11:03,JungHoon,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,Green right gear stand,1,1,wrong,side,"Target is STAND_ROW3_LEFT, but the description says right."
136,2026-09-03 18:11:39,JungHoon,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,Right green gear stand,1,1,ok,,
137,2026-09-03 18:11:50,JungHoon,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,Left Blue Gear Stand,1,1,ok,,
138,2026-09-03 18:12:01,JungHoon,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,Right Blue Gear Stand,1,1,ok,,
139,2026-09-03 18:12:19,JungHoon,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,white sheft,1,1,ok,,
140,2026-09-03 18:12:23,JungHoon,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,red sheft,1,1,ok,,
141,2026-09-03 18:12:28,JungHoon,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,green sheft,1,1,ok,,
142,2026-09-03 18:12:32,JungHoon,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,blue sheft,1,1,ok,,
143,2026-09-03 18:12:51,JungHoon,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,white gear,1,1,ok,,
144,2026-09-03 18:13:06,JungHoon,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,smaller red gear on left,1,1,ok,,
145,2026-09-03 18:13:16,JungHoon,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,Larger red gear,1,1,ok,,
146,2026-09-03 18:13:24,JungHoon,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,green left gear,1,1,ok,,
147,2026-09-03 18:13:31,JungHoon,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,green right gear,1,1,ok,,
148,2026-09-03 18:13:34,JungHoon,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,blue gear,1,1,ok,,
149,2026-09-03 18:13:46,JungHoon,individual_part,Bearing.stl,BEARING,19,white bearing,1,1,wrong,material_color,"Bearing is rendered black, but the description says white."
150,2026-09-03 18:13:57,JungHoon,individual_part,Row1_Screws.stl,SCREW_ROW1,20,white pin,1,1,wrong,object_category,"Target is a Row 1 screw, but the description identifies it as a pin."
151,2026-09-03 18:14:24,JungHoon,individual_part,Row2_Screws.stl,SCREW_ROW2,21,Screw for row2,1,1,ok,,
152,2026-09-03 18:14:47,JungHoon,individual_part,Row3_Screws.stl,SCREW_ROW3,22,screw for right row3,1,1,ok,,
153,2026-09-03 18:15:24,JungHoon,individual_part,Row4_Screws.stl,SCREW_ROW4,23,screw for blue row right,1,1,ok,,
154,2026-09-03 18:15:38,JungHoon,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,white handle,1,1,ok,,
155,2026-09-03 18:15:45,JungHoon,individual_part,BaseBoard.stl,BASE_BOARD,25,baseboard,1,1,ok,,
156,2026-09-03 18:15:52,JungHoon,individual_part,WoodenPin.stl,PIN,26,pin,1,1,ok,,
157,2026-09-03 20:19:35,Junhyun,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,a white gearstand on the left side,1,1,ok,,
158,2026-09-03 20:22:09,Junhyun,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,white gear stand on the left,1,1,wrong,side,"Target is STAND_ROW1_RIGHT, but the description says left."
159,2026-09-03 20:22:35,Junhyun,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,red triangle gear stand on the left,1,1,ok,,
160,2026-09-03 20:22:55,Junhyun,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,red triangle gear stand on the right side,1,1,ok,,
161,2026-09-03 20:23:33,Junhyun,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,green gear stand of the row 3 on the left side,1,1,ok,,
162,2026-09-03 20:23:48,Junhyun,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,green gear stand of row 3 on the right side,1,1,ok,,
163,2026-09-03 20:24:04,Junhyun,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,square blue gear stand on the left side,1,1,ok,,
164,2026-09-03 20:24:15,Junhyun,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,square blue gear stand on the right side,1,1,ok,,
165,2026-09-03 20:24:35,Junhyun,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,white gear rod on the row 1,1,1,ok,,
166,2026-09-03 20:24:47,Junhyun,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,red gear rod on the row 2,1,1,ok,,
167,2026-09-03 20:25:27,Junhyun,individual_part,Row3_GearRod.stl,GEAR_ROD_ROW3,11,green gear rod,1,1,ok,,
168,2026-09-03 20:25:32,Junhyun,individual_part,Row4_GearRod.stl,GEAR_ROD_ROW4,12,blue gear rod,1,1,ok,,
169,2026-09-03 20:26:00,Junhyun,individual_part,Row1_Gear_Left.stl,GEAR_ROW1_LEFT,13,white gear on the row 1,1,1,ok,,
170,2026-09-03 20:26:26,Junhyun,individual_part,Row2_Gear_Left.stl,GEAR_ROW2_LEFT,14,red triangle gear on row 2,1,1,ok,,
171,2026-09-03 20:26:51,Junhyun,individual_part,Row2_Gear_Right.stl,GEAR_ROW2_RIGHT,15,red gear on the right side,1,1,ok,,
172,2026-09-03 20:27:07,Junhyun,individual_part,Row3_Gear_Left.stl,GEAR_ROW3_LEFT,16,green gear on the left side,1,1,ok,,
173,2026-09-03 20:27:22,Junhyun,individual_part,Row3_Gear_Right.stl,GEAR_ROW3_RIGHT,17,green gear on the right side,1,1,ok,,
174,2026-09-03 20:27:32,Junhyun,individual_part,Row4_Gear_Left.stl,GEAR_ROW4_LEFT,18,blue gear on the left side,1,1,ok,,
175,2026-09-03 20:28:01,Junhyun,individual_part,Bearing.stl,BEARING,19,bearing from left side of row 3,1,1,ok,,
176,2026-09-03 20:28:41,Junhyun,individual_part,Row1_Screws.stl,SCREW_ROW1,20,screw from left side of row 1,1,1,ok,,
177,2026-09-03 20:29:43,Junhyun,individual_part,Row2_Screws.stl,SCREW_ROW2,21,screw from left side of row 2,1,1,ok,,
178,2026-09-03 20:30:00,Junhyun,individual_part,Row3_Screws.stl,SCREW_ROW3,22,screw from right side of row 3,1,1,ok,,
179,2026-09-03 20:30:19,Junhyun,individual_part,Row4_Screws.stl,SCREW_ROW4,23,screw from right side of row 4,1,1,ok,,
180,2026-09-03 20:30:37,Junhyun,individual_part,Handle.stl,CRANK_HANDLE_ROW1,24,gear handle from row 1,1,1,ok,,
181,2026-09-03 20:30:46,Junhyun,individual_part,BaseBoard.stl,BASE_BOARD,25,base board,1,1,ok,,
182,2026-09-03 20:31:11,Junhyun,individual_part,WoodenPin.stl,PIN,26,wooden pin from right side of row 3,1,1,ok,,
183,2026-09-04 10:10:16,Mann,individual_part,Row1_GearStand_Left.stl,STAND_ROW1_LEFT,1,white gearstand on the left,1,1,ok,,
184,2026-09-04 10:10:34,Mann,individual_part,Row1_GearStand_Right.stl,STAND_ROW1_RIGHT,2,white gearstand on the right,1,1,ok,,
185,2026-09-04 10:10:46,Mann,individual_part,Row2_GearStand_Left.stl,STAND_ROW2_LEFT,3,red gearstand on the left,1,1,ok,,
186,2026-09-04 10:11:05,Mann,individual_part,Row2_GearStand_Right.stl,STAND_ROW2_RIGHT,4,red gearstand on the right,1,1,ok,,
187,2026-09-04 10:11:32,Mann,individual_part,Row3_GearStand_Left.stl,STAND_ROW3_LEFT,5,green gearstand on the left,1,1,ok,,
188,2026-09-04 10:11:44,Mann,individual_part,Row3_GearStand_Right.stl,STAND_ROW3_RIGHT,6,green gearstand on the right,1,1,ok,,
189,2026-09-04 10:12:04,Mann,individual_part,Row4_GearStand_Left.stl,STAND_ROW4_LEFT,7,blue gearstand on the left,1,1,ok,,
190,2026-09-04 10:12:14,Mann,individual_part,Row4_GearStand_Right.stl,STAND_ROW4_RIGHT,8,blue gearstand on the right,1,1,ok,,
191,2026-09-04 10:12:27,Mann,individual_part,Row1_GearRod.stl,GEAR_ROD_ROW1,9,white shaft,1,1,ok,,
192,2026-09-04 10:12:33,Mann,individual_part,Row2_GearRod.stl,GEAR_ROD_ROW2,10,red shaft,1,1,ok,,
