timestamp,participant_id,condition,event_type,modality,step_id,step_title,step_state,step_attempt,step_event_index,tool_id,tool_name,part_elapsed_s,step_elapsed_s,head_translation_m,head_rotation_deg,correct,transcript,vlm_prediction,vlm_raw,graph_decision,spoken_response,state_json
2026-09-01T15:05:49.146-04:00,mahya,task_aware,graph_complete,,r2_bearing_right,Row 2.1: bearing into right stand,complete,1,11,,,,,,,,,,,,,"{""acquired_tool_ids"": [21, 34], ""acquisition_complete"": true, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": 202.30869530889092, ""head_translation_m"": 0.9864947379890542, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_bearing_right"", ""step_attempt"": 1, ""step_elapsed_s"": 34.12188366800547, ""step_event_index"": 11, ""trial_finished_elapsed_s"": 34.12188366800547, ""trial_recording"": false, ""trial_required_tool_ids"": [21, 34]}"
2026-09-01T15:06:00.906-04:00,mahya,task_aware,step_started,keyboard,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,1,,,,,,,,,,,,,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 6.700103404000401e-05, ""step_event_index"": 1, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:13.181-04:00,mahya,task_aware,vlm_interaction,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,2,,,,,,,,Which parts do I need for this step?,AMBIGUOUS,"{""intent"":""part_reference"",""part_action"":""reference"",""reference_relation"":""direct"",""step_scope"":""selected_step"",""target"":""AMBIGUOUS"",""candidates"":[""ROW2_KIT"",""BIT_HOLDER2"",""BIT_SCREWDRIVER"",""PHILLIPS_SCREWDRIVER""],""exclude_labels"":[]}",selected_step_needs_highlight,I identified and highlighted the parts.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 12.27436104498338, ""step_event_index"": 2, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:30.890-04:00,mahya,task_aware,vlm_interaction,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,3,,,,,,,,Which parts do I need?,AMBIGUOUS,"{
  ""intent"": ""part_reference"",
  ""part_action"": ""reference"",
  ""reference_relation"": ""direct"",
  ""step_scope"": ""selected_step"",
  ""target"": ""AMBIGUOUS"",
  ""candidates"": [
    ""ROW2_KIT"",
    ""BIT_HOLDER2"",
    ""BIT_SCREWDRIVER"",
    ""PHILLIPS_SCREWDRIVER""
  ],
  ""exclude_labels"": []
}",selected_step_needs_highlight,I identified and highlighted the parts.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 29.98375063901767, ""step_event_index"": 3, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:34.741-04:00,mahya,task_aware,vlm_interaction,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,4,,,,,,,,Can you give me one of them?,BIT_SCREWDRIVER,"{""intent"":""part_reference"",""part_action"":""fetch"",""reference_relation"":""member_of_recent_set"",""step_scope"":"""",""target"":""AMBIGUOUS"",""candidates"":[],""exclude_labels"":[]}",selected_step_physical_cycle,I identified and highlighted the interchangeable-bit screwdriver.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 33.83456743898569, ""step_event_index"": 4, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:34.786-04:00,mahya,task_aware,part_selection,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,5,7,BIT_SCREWDRIVER,33.879085,33.879085,,,1,,,,,,"{""acquired_tool_ids"": [7], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 33.8791570480098, ""step_event_index"": 5, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:34.812-04:00,mahya,task_aware,object_acquired,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,6,7,BIT_SCREWDRIVER,33.879085,33.879085,,,1,,,,,,"{""acquired_tool_ids"": [7], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 33.90577506698901, ""step_event_index"": 6, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:43.345-04:00,mahya,task_aware,vlm_interaction,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,7,,,,,,,,Can you give me the other one?,BITHOLDER2,"{""intent"":""step_items_request"",""item_scope"":""parts"",""part_action"":""fetch"",""reference_relation"":""alternative_to_previous"",""step_scope"":""selected_step"",""target"":"""",""candidates"":[],""exclude_labels"":[]}",selected_step_physical_cycle,I identified and highlighted the bit holder2.,"{""acquired_tool_ids"": [7], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 42.43847051699413, ""step_event_index"": 7, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:43.370-04:00,mahya,task_aware,part_selection,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,8,37,BITHOLDER2,8.584054,42.463139,,,1,,,,,,"{""acquired_tool_ids"": [7, 37], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 42.46318436699221, ""step_event_index"": 8, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:43.401-04:00,mahya,task_aware,object_acquired,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,9,37,BITHOLDER2,8.584054,42.463139,,,1,,,,,,"{""acquired_tool_ids"": [7, 37], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 42.49447672802489, ""step_event_index"": 9, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:43.429-04:00,mahya,task_aware,step_acquisition_complete,language,r2_fasten_first_stand,Row 2.4: fasten right stand,ready,2,10,,,,42.517592,2.143090,427.913429,,,,,,,"{""acquired_tool_ids"": [7, 37], ""acquisition_complete"": true, ""completed_steps"": [""r2_bearing_right""], ""head_rotation_deg"": 427.9134294295887, ""head_translation_m"": 2.143089613079297, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 42.51759161002701, ""step_event_index"": 10, ""trial_finished_elapsed_s"": 42.51759161002701, ""trial_recording"": false, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:43.442-04:00,mahya,task_aware,graph_complete,,r2_fasten_first_stand,Row 2.4: fasten right stand,complete,2,11,,,,,,,,,,,,,"{""acquired_tool_ids"": [7, 37], ""acquisition_complete"": true, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": 427.9134294295887, ""head_translation_m"": 2.143089613079297, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_fasten_first_stand"", ""step_attempt"": 2, ""step_elapsed_s"": 42.51759161002701, ""step_event_index"": 11, ""trial_finished_elapsed_s"": 42.51759161002701, ""trial_recording"": false, ""trial_required_tool_ids"": [7, 37]}"
2026-09-01T15:06:55.598-04:00,mahya,task_aware,step_started,keyboard,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,1,,,,,,,,,,,,,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 7.269700290635228e-05, ""step_event_index"": 1, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:08.273-04:00,mahya,task_aware,vlm_interaction,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,2,,,,,,,,Which parts do I need?,AMBIGUOUS,"{
  ""intent"": ""part_reference"",
  ""part_action"": ""reference"",
  ""reference_relation"": ""direct"",
  ""step_scope"": ""selected_step"",
  ""target"": ""AMBIGUOUS"",
  ""candidates"": [
    ""GEAR_ROD_ROW2"",
    ""GEAR_ROW2_LEFT"",
    ""GEAR_ROW2_RIGHT"",
    ""ROW2_KIT""
  ],
  ""exclude_labels"": []
}",selected_step_needs_highlight,I identified and highlighted the parts.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 12.67458044498926, ""step_event_index"": 2, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:16.946-04:00,mahya,task_aware,vlm_interaction,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,3,,,,,,,,Can you give me one of them?,GEAR_ROD_ROW2,"{""intent"":""part_reference"",""part_action"":""fetch"",""reference_relation"":""member_of_recent_set"",""step_scope"":"""",""target"":""AMBIGUOUS"",""candidates"":[],""exclude_labels"":[]}",selected_step_physical_cycle,I identified and highlighted the Row 2 gear rod.,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 21.34768940898357, ""step_event_index"": 3, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:16.963-04:00,mahya,task_aware,part_selection,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,4,15,GEAR_ROD_ROW2,21.364956,21.364956,,,1,,,,,,"{""acquired_tool_ids"": [15], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 21.365000988007523, ""step_event_index"": 4, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:16.999-04:00,mahya,task_aware,object_acquired,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,5,15,GEAR_ROD_ROW2,21.364956,21.364956,,,1,,,,,,"{""acquired_tool_ids"": [15], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 21.400661604013294, ""step_event_index"": 5, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:25.880-04:00,mahya,task_aware,vlm_interaction,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,6,,,,,,,,Can you give me the other one?,GEAR_ROW2_LEFT,"{""intent"":""step_items_request"",""item_scope"":""parts"",""part_action"":""fetch"",""reference_relation"":""alternative_to_previous"",""step_scope"":""selected_step"",""target"":"""",""candidates"":[],""exclude_labels"":[]}",selected_step_physical_cycle,I identified and highlighted the Row 2 left gear.,"{""acquired_tool_ids"": [15], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 30.28185999102425, ""step_event_index"": 6, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:25.909-04:00,mahya,task_aware,part_selection,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,7,27,GEAR_ROW2_LEFT,8.946076,30.311032,,,1,,,,,,"{""acquired_tool_ids"": [15, 27], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 30.311074263998307, ""step_event_index"": 7, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:25.938-04:00,mahya,task_aware,object_acquired,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,8,27,GEAR_ROW2_LEFT,8.946076,30.311032,,,1,,,,,,"{""acquired_tool_ids"": [15, 27], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 30.33945486700395, ""step_event_index"": 8, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:34.584-04:00,mahya,task_aware,vlm_interaction,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,9,,,,,,,,Can you give me the last one?,GEAR_ROW2_RIGHT,"{""intent"":""part_reference"",""part_action"":""fetch"",""reference_relation"":""alternative_to_previous"",""step_scope"":""selected_step"",""target"":""AMBIGUOUS"",""candidates"":[""GEAR_ROW2_RIGHT""],""exclude_labels"":[]}",language_grounded,I identified and highlighted the Row 2 right gear.,"{""acquired_tool_ids"": [15, 27], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 38.98606925399508, ""step_event_index"": 9, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:34.629-04:00,mahya,task_aware,part_selection,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,10,28,GEAR_ROW2_RIGHT,8.719274,39.030306,,,1,,,,,,"{""acquired_tool_ids"": [15, 27, 28], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 39.030351864988916, ""step_event_index"": 10, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:34.659-04:00,mahya,task_aware,object_acquired,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,11,28,GEAR_ROW2_RIGHT,8.719274,39.030306,,,1,,,,,,"{""acquired_tool_ids"": [15, 27, 28], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [21, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 39.06093526398763, ""step_event_index"": 11, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:34.677-04:00,mahya,task_aware,step_acquisition_complete,language,r2_gear_rod,Row 2.2: assemble gear rod,ready,3,12,,,,39.077343,3.614763,418.039202,,,,,,,"{""acquired_tool_ids"": [15, 27, 28], ""acquisition_complete"": true, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand""], ""head_rotation_deg"": 418.03920183154463, ""head_translation_m"": 3.614762998278691, ""removed_tool_ids"": [15, 21, 27, 28, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 39.07734288799111, ""step_event_index"": 12, ""trial_finished_elapsed_s"": 39.07734288799111, ""trial_recording"": false, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:34.694-04:00,mahya,task_aware,graph_complete,,r2_gear_rod,Row 2.2: assemble gear rod,complete,3,13,,,,,,,,,,,,,"{""acquired_tool_ids"": [15, 27, 28], ""acquisition_complete"": true, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand"", ""r2_gear_rod""], ""head_rotation_deg"": 418.03920183154463, ""head_translation_m"": 3.614762998278691, ""removed_tool_ids"": [15, 21, 27, 28, 34], ""selected_step"": ""r2_gear_rod"", ""step_attempt"": 3, ""step_elapsed_s"": 39.07734288799111, ""step_event_index"": 13, ""trial_finished_elapsed_s"": 39.07734288799111, ""trial_recording"": false, ""trial_required_tool_ids"": [15, 27, 28]}"
2026-09-01T15:07:45.456-04:00,mahya,task_aware,step_started,keyboard,r2_bearing_left,Row 2.3: bearing into left stand,ready,4,1,,,,,,,,,,,,,"{""acquired_tool_ids"": [], ""acquisition_complete"": false, ""completed_steps"": [""r2_bearing_right"", ""r2_fasten_first_stand"", ""r2_gear_rod""], ""head_rotation_deg"": null, ""head_translation_m"": null, ""removed_tool_ids"": [15, 21, 27, 28, 34], ""selected_step"": ""r2_bearing_left"", ""step_attempt"": 4, ""step_elapsed_s"": 7.30130122974515e-05, ""step_event_index"": 1, ""trial_finished_elapsed_s"": null, ""trial_recording"": true, ""trial_required_tool_ids"": [20]}"
